"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"129332","all","X3691","dich","a3",12933,-0.224607070502905,-Inf,Inf,TRUE,"none",NA,NA
"12934","all","X3691","dich","d",12934,4.94172441778302,-Inf,Inf,TRUE,"none",NA,NA
"12935","all","X3691","dich","g",12935,0,0,1,FALSE,"none",NA,NA
"12936","all","X3691","dich","u",12936,1,0,1,FALSE,"none",NA,NA
"12937","all","X3692","dich","a1",12937,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129371","all","X3692","dich","a2",12937,-0.203462463615591,-Inf,Inf,TRUE,"none",NA,NA
"129372","all","X3692","dich","a3",12937,-0.299081492046547,-Inf,Inf,TRUE,"none",NA,NA
"12938","all","X3692","dich","d",12938,4.70967696931634,-Inf,Inf,TRUE,"none",NA,NA
"12939","all","X3692","dich","g",12939,0,0,1,FALSE,"none",NA,NA
"12940","all","X3692","dich","u",12940,1,0,1,FALSE,"none",NA,NA
"12941","all","X3693","dich","a1",12941,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129411","all","X3693","dich","a2",12941,0.12742433922885,-Inf,Inf,TRUE,"none",NA,NA
"129412","all","X3693","dich","a3",12941,0.0514829530726235,-Inf,Inf,TRUE,"none",NA,NA
"12942","all","X3693","dich","d",12942,3.93913993563438,-Inf,Inf,TRUE,"none",NA,NA
"12943","all","X3693","dich","g",12943,0,0,1,FALSE,"none",NA,NA
"12944","all","X3693","dich","u",12944,1,0,1,FALSE,"none",NA,NA
"12945","all","X3694","dich","a1",12945,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129451","all","X3694","dich","a2",12945,-0.354986688538442,-Inf,Inf,TRUE,"none",NA,NA
"129452","all","X3694","dich","a3",12945,-0.3822776122989,-Inf,Inf,TRUE,"none",NA,NA
"12946","all","X3694","dich","d",12946,4.62748066032978,-Inf,Inf,TRUE,"none",NA,NA
"12947","all","X3694","dich","g",12947,0,0,1,FALSE,"none",NA,NA
"12948","all","X3694","dich","u",12948,1,0,1,FALSE,"none",NA,NA
"12949","all","X3695","dich","a1",12949,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129491","all","X3695","dich","a2",12949,-0.0423946856298545,-Inf,Inf,TRUE,"none",NA,NA
"129492","all","X3695","dich","a3",12949,-0.597028445626092,-Inf,Inf,TRUE,"none",NA,NA
"12950","all","X3695","dich","d",12950,4.73900655077765,-Inf,Inf,TRUE,"none",NA,NA
"12951","all","X3695","dich","g",12951,0,0,1,FALSE,"none",NA,NA
"12952","all","X3695","dich","u",12952,1,0,1,FALSE,"none",NA,NA
"12953","all","X3696","dich","a1",12953,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129531","all","X3696","dich","a2",12953,-0.0802841508503618,-Inf,Inf,TRUE,"none",NA,NA
"129532","all","X3696","dich","a3",12953,-0.146680024389489,-Inf,Inf,TRUE,"none",NA,NA
"12954","all","X3696","dich","d",12954,4.73900655077765,-Inf,Inf,TRUE,"none",NA,NA
"12955","all","X3696","dich","g",12955,0,0,1,FALSE,"none",NA,NA
"12956","all","X3696","dich","u",12956,1,0,1,FALSE,"none",NA,NA
"12957","all","X3697","dich","a1",12957,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129571","all","X3697","dich","a2",12957,-0.731813429068364,-Inf,Inf,TRUE,"none",NA,NA
"129572","all","X3697","dich","a3",12957,-0.385521340008866,-Inf,Inf,TRUE,"none",NA,NA
"12958","all","X3697","dich","d",12958,2.7816700202471,-Inf,Inf,TRUE,"none",NA,NA
"12959","all","X3697","dich","g",12959,0,0,1,FALSE,"none",NA,NA
"12960","all","X3697","dich","u",12960,1,0,1,FALSE,"none",NA,NA
"12961","all","X3698","dich","a1",12961,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129611","all","X3698","dich","a2",12961,-0.258354829727636,-Inf,Inf,TRUE,"none",NA,NA
"129612","all","X3698","dich","a3",12961,0.0816737546805083,-Inf,Inf,TRUE,"none",NA,NA
"12962","all","X3698","dich","d",12962,2.82223316531416,-Inf,Inf,TRUE,"none",NA,NA
"12963","all","X3698","dich","g",12963,0,0,1,FALSE,"none",NA,NA
"12964","all","X3698","dich","u",12964,1,0,1,FALSE,"none",NA,NA
"12965","all","X3699","dich","a1",12965,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129651","all","X3699","dich","a2",12965,0.2169948243278,-Inf,Inf,TRUE,"none",NA,NA
"129652","all","X3699","dich","a3",12965,0.405077806868354,-Inf,Inf,TRUE,"none",NA,NA
"12966","all","X3699","dich","d",12966,2.90474180404096,-Inf,Inf,TRUE,"none",NA,NA
"12967","all","X3699","dich","g",12967,0,0,1,FALSE,"none",NA,NA
"12968","all","X3699","dich","u",12968,1,0,1,FALSE,"none",NA,NA
"12969","all","X3700","dich","a1",12969,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129691","all","X3700","dich","a2",12969,-0.339323187335047,-Inf,Inf,TRUE,"none",NA,NA
"129692","all","X3700","dich","a3",12969,-0.153859119366933,-Inf,Inf,TRUE,"none",NA,NA
"12970","all","X3700","dich","d",12970,4.1718405966321,-Inf,Inf,TRUE,"none",NA,NA
"129711","all","X3700","dich","g",12971,0,0,1,FALSE,"none",NA,NA
"129721","all","X3700","dich","u",12972,1,0,1,FALSE,"none",NA,NA
"12973","all","X3701","dich","a1",12973,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129731","all","X3701","dich","a2",12973,0.666513875693928,-Inf,Inf,TRUE,"none",NA,NA
"129732","all","X3701","dich","a3",12973,0.298026559136516,-Inf,Inf,TRUE,"none",NA,NA
"12974","all","X3701","dich","d",12974,3.20765449955129,-Inf,Inf,TRUE,"none",NA,NA
"12975","all","X3701","dich","g",12975,0,0,1,FALSE,"none",NA,NA
"12976","all","X3701","dich","u",12976,1,0,1,FALSE,"none",NA,NA
"12977","all","X3702","dich","a1",12977,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129771","all","X3702","dich","a2",12977,0.589383397125906,-Inf,Inf,TRUE,"none",NA,NA
"129772","all","X3702","dich","a3",12977,-0.495539431305925,-Inf,Inf,TRUE,"none",NA,NA
"12978","all","X3702","dich","d",12978,2.90961340244232,-Inf,Inf,TRUE,"none",NA,NA
"12979","all","X3702","dich","g",12979,0,0,1,FALSE,"none",NA,NA
"12980","all","X3702","dich","u",12980,1,0,1,FALSE,"none",NA,NA
"12981","all","X3703","dich","a1",12981,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129811","all","X3703","dich","a2",12981,0.409824345022596,-Inf,Inf,TRUE,"none",NA,NA
"129812","all","X3703","dich","a3",12981,-1.10030369934239,-Inf,Inf,TRUE,"none",NA,NA
"12982","all","X3703","dich","d",12982,2.95428533456022,-Inf,Inf,TRUE,"none",NA,NA
"12983","all","X3703","dich","g",12983,0,0,1,FALSE,"none",NA,NA
"12984","all","X3703","dich","u",12984,1,0,1,FALSE,"none",NA,NA
"12985","all","X3704","dich","a1",12985,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129851","all","X3704","dich","a2",12985,-0.0599928044476083,-Inf,Inf,TRUE,"none",NA,NA
"129852","all","X3704","dich","a3",12985,0.962814319616725,-Inf,Inf,TRUE,"none",NA,NA
"12986","all","X3704","dich","d",12986,2.82223316531416,-Inf,Inf,TRUE,"none",NA,NA
"12987","all","X3704","dich","g",12987,0,0,1,FALSE,"none",NA,NA
"12988","all","X3704","dich","u",12988,1,0,1,FALSE,"none",NA,NA
"12989","all","X3705","dich","a1",12989,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129891","all","X3705","dich","a2",12989,-0.288107711258507,-Inf,Inf,TRUE,"none",NA,NA
"129892","all","X3705","dich","a3",12989,0.789885871060946,-Inf,Inf,TRUE,"none",NA,NA
"12990","all","X3705","dich","d",12990,3.17113344108331,-Inf,Inf,TRUE,"none",NA,NA
"12991","all","X3705","dich","g",12991,0,0,1,FALSE,"none",NA,NA
"12992","all","X3705","dich","u",12992,1,0,1,FALSE,"none",NA,NA
"12993","all","X3706","dich","a1",12993,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129931","all","X3706","dich","a2",12993,-0.227530633282611,-Inf,Inf,TRUE,"none",NA,NA
"129932","all","X3706","dich","a3",12993,-0.607188766173979,-Inf,Inf,TRUE,"none",NA,NA
"12994","all","X3706","dich","d",12994,3.47747254468778,-Inf,Inf,TRUE,"none",NA,NA
"12995","all","X3706","dich","g",12995,0,0,1,FALSE,"none",NA,NA
"12996","all","X3706","dich","u",12996,1,0,1,FALSE,"none",NA,NA
"12997","all","X3707","dich","a1",12997,0.851,-Inf,Inf,TRUE,"none",NA,NA
"129971","all","X3707","dich","a2",12997,-0.768329077275011,-Inf,Inf,TRUE,"none",NA,NA
"129972","all","X3707","dich","a3",12997,0.338570258726551,-Inf,Inf,TRUE,"none",NA,NA
"12998","all","X3707","dich","d",12998,3.86876058763895,-Inf,Inf,TRUE,"none",NA,NA
"12999","all","X3707","dich","g",12999,0,0,1,FALSE,"none",NA,NA
"13000","all","X3707","dich","u",13000,1,0,1,FALSE,"none",NA,NA
"13001","all","X3708","dich","a1",13001,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130011","all","X3708","dich","a2",13001,0.262016022312782,-Inf,Inf,TRUE,"none",NA,NA
"130012","all","X3708","dich","a3",13001,-0.0491108102533985,-Inf,Inf,TRUE,"none",NA,NA
"13002","all","X3708","dich","d",13002,3.6689491481696,-Inf,Inf,TRUE,"none",NA,NA
"13003","all","X3708","dich","g",13003,0,0,1,FALSE,"none",NA,NA
"13004","all","X3708","dich","u",13004,1,0,1,FALSE,"none",NA,NA
"13005","all","X3709","dich","a1",13005,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130051","all","X3709","dich","a2",13005,-0.0377787008465465,-Inf,Inf,TRUE,"none",NA,NA
"130052","all","X3709","dich","a3",13005,0.0264811505412193,-Inf,Inf,TRUE,"none",NA,NA
"13006","all","X3709","dich","d",13006,4.19542435685265,-Inf,Inf,TRUE,"none",NA,NA
"13007","all","X3709","dich","g",13007,0,0,1,FALSE,"none",NA,NA
"13008","all","X3709","dich","u",13008,1,0,1,FALSE,"none",NA,NA
"13009","all","X3710","dich","a1",13009,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130091","all","X3710","dich","a2",13009,0.274929788005759,-Inf,Inf,TRUE,"none",NA,NA
"130092","all","X3710","dich","a3",13009,-0.286272760282877,-Inf,Inf,TRUE,"none",NA,NA
"13010","all","X3710","dich","d",13010,3.74628191678568,-Inf,Inf,TRUE,"none",NA,NA
"130111","all","X3710","dich","g",13011,0,0,1,FALSE,"none",NA,NA
"130121","all","X3710","dich","u",13012,1,0,1,FALSE,"none",NA,NA
"13013","all","X3711","dich","a1",13013,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130131","all","X3711","dich","a2",13013,0.764300201936961,-Inf,Inf,TRUE,"none",NA,NA
"130132","all","X3711","dich","a3",13013,-0.149538824213983,-Inf,Inf,TRUE,"none",NA,NA
"13014","all","X3711","dich","d",13014,5.40449607954962,-Inf,Inf,TRUE,"none",NA,NA
"13015","all","X3711","dich","g",13015,0,0,1,FALSE,"none",NA,NA
"13016","all","X3711","dich","u",13016,1,0,1,FALSE,"none",NA,NA
"13017","all","X3712","dich","a1",13017,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130171","all","X3712","dich","a2",13017,0.317708148503715,-Inf,Inf,TRUE,"none",NA,NA
"130172","all","X3712","dich","a3",13017,0.330355414952402,-Inf,Inf,TRUE,"none",NA,NA
"13018","all","X3712","dich","d",13018,3.52125588041445,-Inf,Inf,TRUE,"none",NA,NA
"13019","all","X3712","dich","g",13019,0,0,1,FALSE,"none",NA,NA
"13020","all","X3712","dich","u",13020,1,0,1,FALSE,"none",NA,NA
"13021","all","X3713","dich","a1",13021,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130211","all","X3713","dich","a2",13021,0.0770333393736582,-Inf,Inf,TRUE,"none",NA,NA
"130212","all","X3713","dich","a3",13021,-0.445312900097102,-Inf,Inf,TRUE,"none",NA,NA
"13022","all","X3713","dich","d",13022,5.04448496812041,-Inf,Inf,TRUE,"none",NA,NA
"13023","all","X3713","dich","g",13023,0,0,1,FALSE,"none",NA,NA
"13024","all","X3713","dich","u",13024,1,0,1,FALSE,"none",NA,NA
"13025","all","X3714","dich","a1",13025,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130251","all","X3714","dich","a2",13025,-0.183922168597984,-Inf,Inf,TRUE,"none",NA,NA
"130252","all","X3714","dich","a3",13025,-0.654422114366804,-Inf,Inf,TRUE,"none",NA,NA
"13026","all","X3714","dich","d",13026,4.85092435364643,-Inf,Inf,TRUE,"none",NA,NA
"13027","all","X3714","dich","g",13027,0,0,1,FALSE,"none",NA,NA
"13028","all","X3714","dich","u",13028,1,0,1,FALSE,"none",NA,NA
"13029","all","X3715","dich","a1",13029,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130291","all","X3715","dich","a2",13029,-0.679868799014345,-Inf,Inf,TRUE,"none",NA,NA
"130292","all","X3715","dich","a3",13029,0.519246720693665,-Inf,Inf,TRUE,"none",NA,NA
"13030","all","X3715","dich","d",13030,4.45149315609575,-Inf,Inf,TRUE,"none",NA,NA
"13031","all","X3715","dich","g",13031,0,0,1,FALSE,"none",NA,NA
"13032","all","X3715","dich","u",13032,1,0,1,FALSE,"none",NA,NA
"13033","all","X3716","dich","a1",13033,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130331","all","X3716","dich","a2",13033,0.234543163700643,-Inf,Inf,TRUE,"none",NA,NA
"130332","all","X3716","dich","a3",13033,-0.708740387836625,-Inf,Inf,TRUE,"none",NA,NA
"13034","all","X3716","dich","d",13034,4.5892395064628,-Inf,Inf,TRUE,"none",NA,NA
"13035","all","X3716","dich","g",13035,0,0,1,FALSE,"none",NA,NA
"13036","all","X3716","dich","u",13036,1,0,1,FALSE,"none",NA,NA
"13037","all","X3717","dich","a1",13037,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130371","all","X3717","dich","a2",13037,-0.272244190687595,-Inf,Inf,TRUE,"none",NA,NA
"130372","all","X3717","dich","a3",13037,-0.0219738839653427,-Inf,Inf,TRUE,"none",NA,NA
"13038","all","X3717","dich","d",13038,3.02163903314114,-Inf,Inf,TRUE,"none",NA,NA
"13039","all","X3717","dich","g",13039,0,0,1,FALSE,"none",NA,NA
"13040","all","X3717","dich","u",13040,1,0,1,FALSE,"none",NA,NA
"13041","all","X3718","dich","a1",13041,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130411","all","X3718","dich","a2",13041,0.819161765323474,-Inf,Inf,TRUE,"none",NA,NA
"130412","all","X3718","dich","a3",13041,0.257770720495721,-Inf,Inf,TRUE,"none",NA,NA
"13042","all","X3718","dich","d",13042,5.08977151317741,-Inf,Inf,TRUE,"none",NA,NA
"13043","all","X3718","dich","g",13043,0,0,1,FALSE,"none",NA,NA
"13044","all","X3718","dich","u",13044,1,0,1,FALSE,"none",NA,NA
"13045","all","X3719","dich","a1",13045,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130451","all","X3719","dich","a2",13045,0.26150123561834,-Inf,Inf,TRUE,"none",NA,NA
"130452","all","X3719","dich","a3",13045,0.392735709587228,-Inf,Inf,TRUE,"none",NA,NA
"13046","all","X3719","dich","d",13046,5.13793355535563,-Inf,Inf,TRUE,"none",NA,NA
"13047","all","X3719","dich","g",13047,0,0,1,FALSE,"none",NA,NA
"13048","all","X3719","dich","u",13048,1,0,1,FALSE,"none",NA,NA
"13049","all","X3720","dich","a1",13049,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130491","all","X3720","dich","a2",13049,0.52515447147422,-Inf,Inf,TRUE,"none",NA,NA
"130492","all","X3720","dich","a3",13049,-0.372120889105066,-Inf,Inf,TRUE,"none",NA,NA
"13050","all","X3720","dich","d",13050,5.02280951115021,-Inf,Inf,TRUE,"none",NA,NA
"130511","all","X3720","dich","g",13051,0,0,1,FALSE,"none",NA,NA
"130521","all","X3720","dich","u",13052,1,0,1,FALSE,"none",NA,NA
"13053","all","X3721","dich","a1",13053,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130531","all","X3721","dich","a2",13053,0.521420565122469,-Inf,Inf,TRUE,"none",NA,NA
"130532","all","X3721","dich","a3",13053,0.370380933722804,-Inf,Inf,TRUE,"none",NA,NA
"13054","all","X3721","dich","d",13054,5.30445608449434,-Inf,Inf,TRUE,"none",NA,NA
"13055","all","X3721","dich","g",13055,0,0,1,FALSE,"none",NA,NA
"13056","all","X3721","dich","u",13056,1,0,1,FALSE,"none",NA,NA
"13057","all","X3723","dich","a1",13057,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130571","all","X3723","dich","a2",13057,-0.619703336968668,-Inf,Inf,TRUE,"none",NA,NA
"130572","all","X3723","dich","a3",13057,-0.683711414638683,-Inf,Inf,TRUE,"none",NA,NA
"13058","all","X3723","dich","d",13058,4.19542435685265,-Inf,Inf,TRUE,"none",NA,NA
"13059","all","X3723","dich","g",13059,0,0,1,FALSE,"none",NA,NA
"13060","all","X3723","dich","u",13060,1,0,1,FALSE,"none",NA,NA
"13061","all","X3724","dich","a1",13061,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130611","all","X3724","dich","a2",13061,-0.536211424495975,-Inf,Inf,TRUE,"none",NA,NA
"130612","all","X3724","dich","a3",13061,0.776525169882905,-Inf,Inf,TRUE,"none",NA,NA
"13062","all","X3724","dich","d",13062,4.44095168109724,-Inf,Inf,TRUE,"none",NA,NA
"13063","all","X3724","dich","g",13063,0,0,1,FALSE,"none",NA,NA
"13064","all","X3724","dich","u",13064,1,0,1,FALSE,"none",NA,NA
"13065","all","X3725","dich","a1",13065,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130651","all","X3725","dich","a2",13065,0.285766658354641,-Inf,Inf,TRUE,"none",NA,NA
"130652","all","X3725","dich","a3",13065,0.41769394769792,-Inf,Inf,TRUE,"none",NA,NA
"13066","all","X3725","dich","d",13066,4.45149315609575,-Inf,Inf,TRUE,"none",NA,NA
"13067","all","X3725","dich","g",13067,0,0,1,FALSE,"none",NA,NA
"13068","all","X3725","dich","u",13068,1,0,1,FALSE,"none",NA,NA
"13069","all","X3726","dich","a1",13069,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130691","all","X3726","dich","a2",13069,-0.124066283186086,-Inf,Inf,TRUE,"none",NA,NA
"130692","all","X3726","dich","a3",13069,0.0729341461463508,-Inf,Inf,TRUE,"none",NA,NA
"13070","all","X3726","dich","d",13070,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"13071","all","X3726","dich","g",13071,0,0,1,FALSE,"none",NA,NA
"13072","all","X3726","dich","u",13072,1,0,1,FALSE,"none",NA,NA
"13073","all","X3727","dich","a1",13073,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130731","all","X3727","dich","a2",13073,-0.201193238538287,-Inf,Inf,TRUE,"none",NA,NA
"130732","all","X3727","dich","a3",13073,-0.195632642740139,-Inf,Inf,TRUE,"none",NA,NA
"13074","all","X3727","dich","d",13074,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"13075","all","X3727","dich","g",13075,0,0,1,FALSE,"none",NA,NA
"13076","all","X3727","dich","u",13076,1,0,1,FALSE,"none",NA,NA
"13077","all","X3728","dich","a1",13077,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130771","all","X3728","dich","a2",13077,0.6910283089894,-Inf,Inf,TRUE,"none",NA,NA
"130772","all","X3728","dich","a3",13077,0.551155796670434,-Inf,Inf,TRUE,"none",NA,NA
"13078","all","X3728","dich","d",13078,4.96121564192969,-Inf,Inf,TRUE,"none",NA,NA
"13079","all","X3728","dich","g",13079,0,0,1,FALSE,"none",NA,NA
"13080","all","X3728","dich","u",13080,1,0,1,FALSE,"none",NA,NA
"13081","all","X3729","dich","a1",13081,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130811","all","X3729","dich","a2",13081,-0.172847786034373,-Inf,Inf,TRUE,"none",NA,NA
"130812","all","X3729","dich","a3",13081,-0.329202776663317,-Inf,Inf,TRUE,"none",NA,NA
"13082","all","X3729","dich","d",13082,4.08306256542017,-Inf,Inf,TRUE,"none",NA,NA
"13083","all","X3729","dich","g",13083,0,0,1,FALSE,"none",NA,NA
"13084","all","X3729","dich","u",13084,1,0,1,FALSE,"none",NA,NA
"13085","all","X3730","dich","a1",13085,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130851","all","X3730","dich","a2",13085,0.527348558458879,-Inf,Inf,TRUE,"none",NA,NA
"130852","all","X3730","dich","a3",13085,0.533135811155163,-Inf,Inf,TRUE,"none",NA,NA
"13086","all","X3730","dich","d",13086,4.36090487330251,-Inf,Inf,TRUE,"none",NA,NA
"13087","all","X3730","dich","g",13087,0,0,1,FALSE,"none",NA,NA
"13088","all","X3730","dich","u",13088,1,0,1,FALSE,"none",NA,NA
"13089","all","X3731","dich","a1",13089,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130891","all","X3731","dich","a2",13089,-0.360791471958494,-Inf,Inf,TRUE,"none",NA,NA
"130892","all","X3731","dich","a3",13089,0.594392427720331,-Inf,Inf,TRUE,"none",NA,NA
"13090","all","X3731","dich","d",13090,5.27395820585669,-Inf,Inf,TRUE,"none",NA,NA
"130911","all","X3731","dich","g",13091,0,0,1,FALSE,"none",NA,NA
"130921","all","X3731","dich","u",13092,1,0,1,FALSE,"none",NA,NA
"13093","all","X3732","dich","a1",13093,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130931","all","X3732","dich","a2",13093,0.144857552549256,-Inf,Inf,TRUE,"none",NA,NA
"130932","all","X3732","dich","a3",13093,-0.205059742708832,-Inf,Inf,TRUE,"none",NA,NA
"13094","all","X3732","dich","d",13094,4.70967696931634,-Inf,Inf,TRUE,"none",NA,NA
"13095","all","X3732","dich","g",13095,0,0,1,FALSE,"none",NA,NA
"13096","all","X3732","dich","u",13096,1,0,1,FALSE,"none",NA,NA
"13097","all","X3733","dich","a1",13097,0.851,-Inf,Inf,TRUE,"none",NA,NA
"130971","all","X3733","dich","a2",13097,0.0886514123562316,-Inf,Inf,TRUE,"none",NA,NA
"130972","all","X3733","dich","a3",13097,0.547594809734462,-Inf,Inf,TRUE,"none",NA,NA
"13098","all","X3733","dich","d",13098,4.332665598459,-Inf,Inf,TRUE,"none",NA,NA
"13099","all","X3733","dich","g",13099,0,0,1,FALSE,"none",NA,NA
"13100","all","X3733","dich","u",13100,1,0,1,FALSE,"none",NA,NA
"13101","all","X3734","dich","a1",13101,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131011","all","X3734","dich","a2",13101,0.0336907052229668,-Inf,Inf,TRUE,"none",NA,NA
"131012","all","X3734","dich","a3",13101,-0.542277564478911,-Inf,Inf,TRUE,"none",NA,NA
"13102","all","X3734","dich","d",13102,5.13793355535563,-Inf,Inf,TRUE,"none",NA,NA
"13103","all","X3734","dich","g",13103,0,0,1,FALSE,"none",NA,NA
"13104","all","X3734","dich","u",13104,1,0,1,FALSE,"none",NA,NA
"13105","all","X3735","dich","a1",13105,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131051","all","X3735","dich","a2",13105,-0.540908604015366,-Inf,Inf,TRUE,"none",NA,NA
"131052","all","X3735","dich","a3",13105,0.123654597311208,-Inf,Inf,TRUE,"none",NA,NA
"13106","all","X3735","dich","d",13106,4.04840697442817,-Inf,Inf,TRUE,"none",NA,NA
"13107","all","X3735","dich","g",13107,0,0,1,FALSE,"none",NA,NA
"13108","all","X3735","dich","u",13108,1,0,1,FALSE,"none",NA,NA
"13109","all","X3736","dich","a1",13109,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131091","all","X3736","dich","a2",13109,0.109849465195033,-Inf,Inf,TRUE,"none",NA,NA
"131092","all","X3736","dich","a3",13109,-0.591081255846413,-Inf,Inf,TRUE,"none",NA,NA
"13110","all","X3736","dich","d",13110,5.71426579404546,-Inf,Inf,TRUE,"none",NA,NA
"131111","all","X3736","dich","g",13111,0,0,1,FALSE,"none",NA,NA
"13112","all","X3736","dich","u",13112,1,0,1,FALSE,"none",NA,NA
"13113","all","X3737","dich","a1",13113,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131131","all","X3737","dich","a2",13113,1.09161380484349,-Inf,Inf,TRUE,"none",NA,NA
"131132","all","X3737","dich","a3",13113,0.850252037612582,-Inf,Inf,TRUE,"none",NA,NA
"13114","all","X3737","dich","d",13114,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"13115","all","X3737","dich","g",13115,0,0,1,FALSE,"none",NA,NA
"13116","all","X3737","dich","u",13116,1,0,1,FALSE,"none",NA,NA
"13117","all","X3738","dich","a1",13117,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131171","all","X3738","dich","a2",13117,0.558602899422546,-Inf,Inf,TRUE,"none",NA,NA
"131172","all","X3738","dich","a3",13117,-0.0863046371526102,-Inf,Inf,TRUE,"none",NA,NA
"13118","all","X3738","dich","d",13118,4.88600132578063,-Inf,Inf,TRUE,"none",NA,NA
"13119","all","X3738","dich","g",13119,0,0,1,FALSE,"none",NA,NA
"13120","all","X3738","dich","u",13120,1,0,1,FALSE,"none",NA,NA
"13121","all","X3739","dich","a1",13121,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131211","all","X3739","dich","a2",13121,0.360825099047989,-Inf,Inf,TRUE,"none",NA,NA
"131212","all","X3739","dich","a3",13121,-0.282764478408427,-Inf,Inf,TRUE,"none",NA,NA
"13122","all","X3739","dich","d",13122,5.71426579404546,-Inf,Inf,TRUE,"none",NA,NA
"13123","all","X3739","dich","g",13123,0,0,1,FALSE,"none",NA,NA
"13124","all","X3739","dich","u",13124,1,0,1,FALSE,"none",NA,NA
"13125","all","X3740","dich","a1",13125,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131251","all","X3740","dich","a2",13125,0.244670259841706,-Inf,Inf,TRUE,"none",NA,NA
"131252","all","X3740","dich","a3",13125,0.670978004947581,-Inf,Inf,TRUE,"none",NA,NA
"13126","all","X3740","dich","d",13126,3.28092217470615,-Inf,Inf,TRUE,"none",NA,NA
"13127","all","X3740","dich","g",13127,0,0,1,FALSE,"none",NA,NA
"13128","all","X3740","dich","u",13128,1,0,1,FALSE,"none",NA,NA
"13129","all","X3741","dich","a1",13129,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131291","all","X3741","dich","a2",13129,-0.613195686157885,-Inf,Inf,TRUE,"none",NA,NA
"131292","all","X3741","dich","a3",13129,0.744901496194836,-Inf,Inf,TRUE,"none",NA,NA
"13130","all","X3741","dich","d",13130,4.61453868282098,-Inf,Inf,TRUE,"none",NA,NA
"131311","all","X3741","dich","g",13131,0,0,1,FALSE,"none",NA,NA
"131321","all","X3741","dich","u",13132,1,0,1,FALSE,"none",NA,NA
"13133","all","X3742","dich","a1",13133,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131331","all","X3742","dich","a2",13133,1.13890406347508,-Inf,Inf,TRUE,"none",NA,NA
"131332","all","X3742","dich","a3",13133,0.956223658364896,-Inf,Inf,TRUE,"none",NA,NA
"13134","all","X3742","dich","d",13134,4.47296860338252,-Inf,Inf,TRUE,"none",NA,NA
"13135","all","X3742","dich","g",13135,0,0,1,FALSE,"none",NA,NA
"13136","all","X3742","dich","u",13136,1,0,1,FALSE,"none",NA,NA
"13137","all","X3743","dich","a1",13137,0.851,-Inf,Inf,TRUE,"none",NA,NA
"131371","all","X3743","dich","a2",13137,0.390131629300961,-Inf,Inf,TRUE,"none",NA,NA
"131372","all","X3743","dich","a3",13137,-0.209827441936563,-Inf,Inf,TRUE,"none",NA,NA
