"","group","item","class","name","parnum","value","lbound","ubound","est","prior.type","prior_1","prior_2"
"25572","all","X714","dich","a3",2557,-0.0229110356087328,-Inf,Inf,TRUE,"none",NA,NA
"2558","all","X714","dich","d",2558,4.70967696931634,-Inf,Inf,TRUE,"none",NA,NA
"2559","all","X714","dich","g",2559,0,0,1,FALSE,"none",NA,NA
"2560","all","X714","dich","u",2560,1,0,1,FALSE,"none",NA,NA
"2561","all","X715","dich","a1",2561,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25611","all","X715","dich","a2",2561,0.229870221116977,-Inf,Inf,TRUE,"none",NA,NA
"25612","all","X715","dich","a3",2561,0.0269609669619364,-Inf,Inf,TRUE,"none",NA,NA
"2562","all","X715","dich","d",2562,5.30445608449434,-Inf,Inf,TRUE,"none",NA,NA
"2563","all","X715","dich","g",2563,0,0,1,FALSE,"none",NA,NA
"2564","all","X715","dich","u",2564,1,0,1,FALSE,"none",NA,NA
"2565","all","X716","dich","a1",2565,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25651","all","X716","dich","a2",2565,-0.256652828337339,-Inf,Inf,TRUE,"none",NA,NA
"25652","all","X716","dich","a3",2565,0.762292527231106,-Inf,Inf,TRUE,"none",NA,NA
"2566","all","X716","dich","d",2566,5.27395820585669,-Inf,Inf,TRUE,"none",NA,NA
"2567","all","X716","dich","g",2567,0,0,1,FALSE,"none",NA,NA
"2568","all","X716","dich","u",2568,1,0,1,FALSE,"none",NA,NA
"2569","all","X718","dich","a1",2569,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25691","all","X718","dich","a2",2569,-0.187125163397439,-Inf,Inf,TRUE,"none",NA,NA
"25692","all","X718","dich","a3",2569,-0.103786241058955,-Inf,Inf,TRUE,"none",NA,NA
"2570","all","X718","dich","d",2570,5.56437648369973,-Inf,Inf,TRUE,"none",NA,NA
"25711","all","X718","dich","g",2571,0,0,1,FALSE,"none",NA,NA
"25721","all","X718","dich","u",2572,1,0,1,FALSE,"none",NA,NA
"2573","all","X719","dich","a1",2573,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25731","all","X719","dich","a2",2573,0.459036258662501,-Inf,Inf,TRUE,"none",NA,NA
"25732","all","X719","dich","a3",2573,-0.505429765020012,-Inf,Inf,TRUE,"none",NA,NA
"2574","all","X719","dich","d",2574,3.74628191678568,-Inf,Inf,TRUE,"none",NA,NA
"2575","all","X719","dich","g",2575,0,0,1,FALSE,"none",NA,NA
"2576","all","X719","dich","u",2576,1,0,1,FALSE,"none",NA,NA
"2577","all","X720","dich","a1",2577,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25771","all","X720","dich","a2",2577,-0.124157767951122,-Inf,Inf,TRUE,"none",NA,NA
"25772","all","X720","dich","a3",2577,-0.277095714883451,-Inf,Inf,TRUE,"none",NA,NA
"2578","all","X720","dich","d",2578,4.78508268753093,-Inf,Inf,TRUE,"none",NA,NA
"2579","all","X720","dich","g",2579,0,0,1,FALSE,"none",NA,NA
"2580","all","X720","dich","u",2580,1,0,1,FALSE,"none",NA,NA
"2581","all","X722","dich","a1",2581,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25811","all","X722","dich","a2",2581,0.584060618810168,-Inf,Inf,TRUE,"none",NA,NA
"25812","all","X722","dich","a3",2581,0.570981589910287,-Inf,Inf,TRUE,"none",NA,NA
"2582","all","X722","dich","d",2582,5.98660997791425,-Inf,Inf,TRUE,"none",NA,NA
"2583","all","X722","dich","g",2583,0,0,1,FALSE,"none",NA,NA
"2584","all","X722","dich","u",2584,1,0,1,FALSE,"none",NA,NA
"2585","all","X724","dich","a1",2585,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25851","all","X724","dich","a2",2585,0.175863126182551,-Inf,Inf,TRUE,"none",NA,NA
"25852","all","X724","dich","a3",2585,0.538347357586662,-Inf,Inf,TRUE,"none",NA,NA
"2586","all","X724","dich","d",2586,3.32103247067693,-Inf,Inf,TRUE,"none",NA,NA
"2587","all","X724","dich","g",2587,0,0,1,FALSE,"none",NA,NA
"2588","all","X724","dich","u",2588,1,0,1,FALSE,"none",NA,NA
"2589","all","X725","dich","a1",2589,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25891","all","X725","dich","a2",2589,-0.442169666352316,-Inf,Inf,TRUE,"none",NA,NA
"25892","all","X725","dich","a3",2589,-0.0171336348934744,-Inf,Inf,TRUE,"none",NA,NA
"2590","all","X725","dich","d",2590,4.46216427973462,-Inf,Inf,TRUE,"none",NA,NA
"2591","all","X725","dich","g",2591,0,0,1,FALSE,"none",NA,NA
"2592","all","X725","dich","u",2592,1,0,1,FALSE,"none",NA,NA
"2593","all","X726","dich","a1",2593,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25931","all","X726","dich","a2",2593,0.289464055501924,-Inf,Inf,TRUE,"none",NA,NA
"25932","all","X726","dich","a3",2593,0.738584090186801,-Inf,Inf,TRUE,"none",NA,NA
"2594","all","X726","dich","d",2594,5.90726020008582,-Inf,Inf,TRUE,"none",NA,NA
"2595","all","X726","dich","g",2595,0,0,1,FALSE,"none",NA,NA
"2596","all","X726","dich","u",2596,1,0,1,FALSE,"none",NA,NA
"2597","all","X728","dich","a1",2597,0.851,-Inf,Inf,TRUE,"none",NA,NA
"25971","all","X728","dich","a2",2597,0.967543235611322,-Inf,Inf,TRUE,"none",NA,NA
"25972","all","X728","dich","a3",2597,-0.321818653109394,-Inf,Inf,TRUE,"none",NA,NA
"2598","all","X728","dich","d",2598,4.37052135994432,-Inf,Inf,TRUE,"none",NA,NA
"2599","all","X728","dich","g",2599,0,0,1,FALSE,"none",NA,NA
"2600","all","X728","dich","u",2600,1,0,1,FALSE,"none",NA,NA
"2601","all","X729","dich","a1",2601,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26011","all","X729","dich","a2",2601,0.856035554332706,-Inf,Inf,TRUE,"none",NA,NA
"26012","all","X729","dich","a3",2601,-0.19496154930956,-Inf,Inf,TRUE,"none",NA,NA
"2602","all","X729","dich","d",2602,7.05473474552927,-Inf,Inf,TRUE,"none",NA,NA
"2603","all","X729","dich","g",2603,0,0,1,FALSE,"none",NA,NA
"2604","all","X729","dich","u",2604,1,0,1,FALSE,"none",NA,NA
"2605","all","X731","dich","a1",2605,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26051","all","X731","dich","a2",2605,-0.51028040078318,-Inf,Inf,TRUE,"none",NA,NA
"26052","all","X731","dich","a3",2605,-0.10084699326316,-Inf,Inf,TRUE,"none",NA,NA
"2606","all","X731","dich","d",2606,4.92270747160136,-Inf,Inf,TRUE,"none",NA,NA
"2607","all","X731","dich","g",2607,0,0,1,FALSE,"none",NA,NA
"2608","all","X731","dich","u",2608,1,0,1,FALSE,"none",NA,NA
"2609","all","X732","dich","a1",2609,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26091","all","X732","dich","a2",2609,-0.376954167201473,-Inf,Inf,TRUE,"none",NA,NA
"26092","all","X732","dich","a3",2609,-0.379983121769019,-Inf,Inf,TRUE,"none",NA,NA
"2610","all","X732","dich","d",2610,6.18268580672277,-Inf,Inf,TRUE,"none",NA,NA
"26111","all","X732","dich","g",2611,0,0,1,FALSE,"none",NA,NA
"26121","all","X732","dich","u",2612,1,0,1,FALSE,"none",NA,NA
"2613","all","X733","dich","a1",2613,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26131","all","X733","dich","a2",2613,-0.230073362444856,-Inf,Inf,TRUE,"none",NA,NA
"26132","all","X733","dich","a3",2613,-0.185286719986939,-Inf,Inf,TRUE,"none",NA,NA
"2614","all","X733","dich","d",2614,2.6976292316031,-Inf,Inf,TRUE,"none",NA,NA
"2615","all","X733","dich","g",2615,0,0,1,FALSE,"none",NA,NA
"2616","all","X733","dich","u",2616,1,0,1,FALSE,"none",NA,NA
"2617","all","X734","dich","a1",2617,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26171","all","X734","dich","a2",2617,-0.0887005491677124,-Inf,Inf,TRUE,"none",NA,NA
"26172","all","X734","dich","a3",2617,-0.0871061305030222,-Inf,Inf,TRUE,"none",NA,NA
"2618","all","X734","dich","d",2618,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"2619","all","X734","dich","g",2619,0,0,1,FALSE,"none",NA,NA
"2620","all","X734","dich","u",2620,1,0,1,FALSE,"none",NA,NA
"2621","all","X735","dich","a1",2621,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26211","all","X735","dich","a2",2621,-0.114809219541169,-Inf,Inf,TRUE,"none",NA,NA
"26212","all","X735","dich","a3",2621,0.397914734565201,-Inf,Inf,TRUE,"none",NA,NA
"2622","all","X735","dich","d",2622,4.72421024487088,-Inf,Inf,TRUE,"none",NA,NA
"2623","all","X735","dich","g",2623,0,0,1,FALSE,"none",NA,NA
"2624","all","X735","dich","u",2624,1,0,1,FALSE,"none",NA,NA
"2625","all","X736","dich","a1",2625,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26251","all","X736","dich","a2",2625,-0.248320178318906,-Inf,Inf,TRUE,"none",NA,NA
"26252","all","X736","dich","a3",2625,0.320343735354933,-Inf,Inf,TRUE,"none",NA,NA
"2626","all","X736","dich","d",2626,2.43561064767228,-Inf,Inf,TRUE,"none",NA,NA
"2627","all","X736","dich","g",2627,0,0,1,FALSE,"none",NA,NA
"2628","all","X736","dich","u",2628,1,0,1,FALSE,"none",NA,NA
"2629","all","X737","dich","a1",2629,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26291","all","X737","dich","a2",2629,-0.156469856427618,-Inf,Inf,TRUE,"none",NA,NA
"26292","all","X737","dich","a3",2629,0.585946111259956,-Inf,Inf,TRUE,"none",NA,NA
"2630","all","X737","dich","d",2630,3.35204901688962,-Inf,Inf,TRUE,"none",NA,NA
"2631","all","X737","dich","g",2631,0,0,1,FALSE,"none",NA,NA
"2632","all","X737","dich","u",2632,1,0,1,FALSE,"none",NA,NA
"2633","all","X741","dich","a1",2633,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26331","all","X741","dich","a2",2633,-0.452253208068085,-Inf,Inf,TRUE,"none",NA,NA
"26332","all","X741","dich","a3",2633,0.542611783963782,-Inf,Inf,TRUE,"none",NA,NA
"2634","all","X741","dich","d",2634,4.43053644610154,-Inf,Inf,TRUE,"none",NA,NA
"2635","all","X741","dich","g",2635,0,0,1,FALSE,"none",NA,NA
"2636","all","X741","dich","u",2636,1,0,1,FALSE,"none",NA,NA
"2637","all","X742","dich","a1",2637,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26371","all","X742","dich","a2",2637,-0.233890013618286,-Inf,Inf,TRUE,"none",NA,NA
"26372","all","X742","dich","a3",2637,0.636782344077792,-Inf,Inf,TRUE,"none",NA,NA
"2638","all","X742","dich","d",2638,3.91511903183562,-Inf,Inf,TRUE,"none",NA,NA
"2639","all","X742","dich","g",2639,0,0,1,FALSE,"none",NA,NA
"2640","all","X742","dich","u",2640,1,0,1,FALSE,"none",NA,NA
"2641","all","X743","dich","a1",2641,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26411","all","X743","dich","a2",2641,0.300507943155547,-Inf,Inf,TRUE,"none",NA,NA
"26412","all","X743","dich","a3",2641,-0.644605115532047,-Inf,Inf,TRUE,"none",NA,NA
"2642","all","X743","dich","d",2642,4.31432480770607,-Inf,Inf,TRUE,"none",NA,NA
"2643","all","X743","dich","g",2643,0,0,1,FALSE,"none",NA,NA
"2644","all","X743","dich","u",2644,1,0,1,FALSE,"none",NA,NA
"2645","all","X745","dich","a1",2645,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26451","all","X745","dich","a2",2645,1.02709649013903,-Inf,Inf,TRUE,"none",NA,NA
"26452","all","X745","dich","a3",2645,-0.0178667235742552,-Inf,Inf,TRUE,"none",NA,NA
"2646","all","X745","dich","d",2646,4.78508268753093,-Inf,Inf,TRUE,"none",NA,NA
"2647","all","X745","dich","g",2647,0,0,1,FALSE,"none",NA,NA
"2648","all","X745","dich","u",2648,1,0,1,FALSE,"none",NA,NA
"2649","all","X746","dich","a1",2649,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26491","all","X746","dich","a2",2649,-0.158866613491985,-Inf,Inf,TRUE,"none",NA,NA
"26492","all","X746","dich","a3",2649,-0.566167652407841,-Inf,Inf,TRUE,"none",NA,NA
"2650","all","X746","dich","d",2650,5.83650925562905,-Inf,Inf,TRUE,"none",NA,NA
"26511","all","X746","dich","g",2651,0,0,1,FALSE,"none",NA,NA
"26521","all","X746","dich","u",2652,1,0,1,FALSE,"none",NA,NA
"2653","all","X747","dich","a1",2653,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26531","all","X747","dich","a2",2653,0.736561888778621,-Inf,Inf,TRUE,"none",NA,NA
"26532","all","X747","dich","a3",2653,-0.612934592892905,-Inf,Inf,TRUE,"none",NA,NA
"2654","all","X747","dich","d",2654,4.75407645387857,-Inf,Inf,TRUE,"none",NA,NA
"2655","all","X747","dich","g",2655,0,0,1,FALSE,"none",NA,NA
"2656","all","X747","dich","u",2656,1,0,1,FALSE,"none",NA,NA
"2657","all","X748","dich","a1",2657,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26571","all","X748","dich","a2",2657,-0.0963362228461634,-Inf,Inf,TRUE,"none",NA,NA
"26572","all","X748","dich","a3",2657,-0.264272444445743,-Inf,Inf,TRUE,"none",NA,NA
"2658","all","X748","dich","d",2658,3.35204901688962,-Inf,Inf,TRUE,"none",NA,NA
"2659","all","X748","dich","g",2659,0,0,1,FALSE,"none",NA,NA
"2660","all","X748","dich","u",2660,1,0,1,FALSE,"none",NA,NA
"2661","all","X749","dich","a1",2661,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26611","all","X749","dich","a2",2661,-0.418484840899225,-Inf,Inf,TRUE,"none",NA,NA
"26612","all","X749","dich","a3",2661,-0.291171560813864,-Inf,Inf,TRUE,"none",NA,NA
"2662","all","X749","dich","d",2662,6.47054624387976,-Inf,Inf,TRUE,"none",NA,NA
"2663","all","X749","dich","g",2663,0,0,1,FALSE,"none",NA,NA
"2664","all","X749","dich","u",2664,1,0,1,FALSE,"none",NA,NA
"2665","all","X750","dich","a1",2665,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26651","all","X750","dich","a2",2665,0.165555687536262,-Inf,Inf,TRUE,"none",NA,NA
"26652","all","X750","dich","a3",2665,0.0479454097546315,-Inf,Inf,TRUE,"none",NA,NA
"2666","all","X750","dich","d",2666,3.80301889306187,-Inf,Inf,TRUE,"none",NA,NA
"2667","all","X750","dich","g",2667,0,0,1,FALSE,"none",NA,NA
"2668","all","X750","dich","u",2668,1,0,1,FALSE,"none",NA,NA
"2669","all","X751","dich","a1",2669,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26691","all","X751","dich","a2",2669,1.05379512493516,-Inf,Inf,TRUE,"none",NA,NA
"26692","all","X751","dich","a3",2669,0.629648392779217,-Inf,Inf,TRUE,"none",NA,NA
"2670","all","X751","dich","d",2670,5.98660997791425,-Inf,Inf,TRUE,"none",NA,NA
"2671","all","X751","dich","g",2671,0,0,1,FALSE,"none",NA,NA
"2672","all","X751","dich","u",2672,1,0,1,FALSE,"none",NA,NA
"2673","all","X753","dich","a1",2673,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26731","all","X753","dich","a2",2673,0.0208920918032662,-Inf,Inf,TRUE,"none",NA,NA
"26732","all","X753","dich","a3",2673,-0.550405044489785,-Inf,Inf,TRUE,"none",NA,NA
"2674","all","X753","dich","d",2674,5.36958354412474,-Inf,Inf,TRUE,"none",NA,NA
"2675","all","X753","dich","g",2675,0,0,1,FALSE,"none",NA,NA
"2676","all","X753","dich","u",2676,1,0,1,FALSE,"none",NA,NA
"2677","all","X754","dich","a1",2677,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26771","all","X754","dich","a2",2677,0.779208495027285,-Inf,Inf,TRUE,"none",NA,NA
"26772","all","X754","dich","a3",2677,0.731747853930912,-Inf,Inf,TRUE,"none",NA,NA
"2678","all","X754","dich","d",2678,5.90726020008582,-Inf,Inf,TRUE,"none",NA,NA
"2679","all","X754","dich","g",2679,0,0,1,FALSE,"none",NA,NA
"2680","all","X754","dich","u",2680,1,0,1,FALSE,"none",NA,NA
"2681","all","X755","dich","a1",2681,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26811","all","X755","dich","a2",2681,-0.166218159633464,-Inf,Inf,TRUE,"none",NA,NA
"26812","all","X755","dich","a3",2681,-0.392719569941738,-Inf,Inf,TRUE,"none",NA,NA
"2682","all","X755","dich","d",2682,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"2683","all","X755","dich","g",2683,0,0,1,FALSE,"none",NA,NA
"2684","all","X755","dich","u",2684,1,0,1,FALSE,"none",NA,NA
"2685","all","X756","dich","a1",2685,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26851","all","X756","dich","a2",2685,-1.03893026672317,-Inf,Inf,TRUE,"none",NA,NA
"26852","all","X756","dich","a3",2685,0.152405366648313,-Inf,Inf,TRUE,"none",NA,NA
"2686","all","X756","dich","d",2686,6.47054624387976,-Inf,Inf,TRUE,"none",NA,NA
"2687","all","X756","dich","g",2687,0,0,1,FALSE,"none",NA,NA
"2688","all","X756","dich","u",2688,1,0,1,FALSE,"none",NA,NA
"2689","all","X757","dich","a1",2689,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26891","all","X757","dich","a2",2689,-0.0875837064129606,-Inf,Inf,TRUE,"none",NA,NA
"26892","all","X757","dich","a3",2689,-0.42113144277191,-Inf,Inf,TRUE,"none",NA,NA
"2690","all","X757","dich","d",2690,7.05473474552927,-Inf,Inf,TRUE,"none",NA,NA
"26911","all","X757","dich","g",2691,0,0,1,FALSE,"none",NA,NA
"26921","all","X757","dich","u",2692,1,0,1,FALSE,"none",NA,NA
"2693","all","X759","dich","a1",2693,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26931","all","X759","dich","a2",2693,0.764225932277256,-Inf,Inf,TRUE,"none",NA,NA
"26932","all","X759","dich","a3",2693,-0.459721718102266,-Inf,Inf,TRUE,"none",NA,NA
"2694","all","X759","dich","d",2694,5.61079422130774,-Inf,Inf,TRUE,"none",NA,NA
"2695","all","X759","dich","g",2695,0,0,1,FALSE,"none",NA,NA
"2696","all","X759","dich","u",2696,1,0,1,FALSE,"none",NA,NA
"2697","all","X760","dich","a1",2697,0.851,-Inf,Inf,TRUE,"none",NA,NA
"26971","all","X760","dich","a2",2697,-0.553062322019109,-Inf,Inf,TRUE,"none",NA,NA
"26972","all","X760","dich","a3",2697,-0.508119542083123,-Inf,Inf,TRUE,"none",NA,NA
"2698","all","X760","dich","d",2698,5.47991079312361,-Inf,Inf,TRUE,"none",NA,NA
"2699","all","X760","dich","g",2699,0,0,1,FALSE,"none",NA,NA
"2700","all","X760","dich","u",2700,1,0,1,FALSE,"none",NA,NA
"2701","all","X761","dich","a1",2701,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27011","all","X761","dich","a2",2701,-0.196443914066041,-Inf,Inf,TRUE,"none",NA,NA
"27012","all","X761","dich","a3",2701,0.313112500893308,-Inf,Inf,TRUE,"none",NA,NA
"2702","all","X761","dich","d",2702,4.24448951853832,-Inf,Inf,TRUE,"none",NA,NA
"2703","all","X761","dich","g",2703,0,0,1,FALSE,"none",NA,NA
"2704","all","X761","dich","u",2704,1,0,1,FALSE,"none",NA,NA
"2705","all","X762","dich","a1",2705,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27051","all","X762","dich","a2",2705,0.272790787283425,-Inf,Inf,TRUE,"none",NA,NA
"27052","all","X762","dich","a3",2705,-0.871505366508188,-Inf,Inf,TRUE,"none",NA,NA
"2706","all","X762","dich","d",2706,3.35905617435761,-Inf,Inf,TRUE,"none",NA,NA
"2707","all","X762","dich","g",2707,0,0,1,FALSE,"none",NA,NA
"2708","all","X762","dich","u",2708,1,0,1,FALSE,"none",NA,NA
"2709","all","X764","dich","a1",2709,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27091","all","X764","dich","a2",2709,-0.669946065257947,-Inf,Inf,TRUE,"none",NA,NA
"27092","all","X764","dich","a3",2709,0.520930296850282,-Inf,Inf,TRUE,"none",NA,NA
"2710","all","X764","dich","d",2710,4.76943118330928,-Inf,Inf,TRUE,"none",NA,NA
"2711","all","X764","dich","g",2711,0,0,1,FALSE,"none",NA,NA
"2712","all","X764","dich","u",2712,1,0,1,FALSE,"none",NA,NA
"2713","all","X765","dich","a1",2713,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27131","all","X765","dich","a2",2713,-0.607630476594551,-Inf,Inf,TRUE,"none",NA,NA
"27132","all","X765","dich","a3",2713,0.105957134001998,-Inf,Inf,TRUE,"none",NA,NA
"2714","all","X765","dich","d",2714,3.95137449948168,-Inf,Inf,TRUE,"none",NA,NA
"2715","all","X765","dich","g",2715,0,0,1,FALSE,"none",NA,NA
"2716","all","X765","dich","u",2716,1,0,1,FALSE,"none",NA,NA
"2717","all","X766","dich","a1",2717,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27171","all","X766","dich","a2",2717,0.292696866577247,-Inf,Inf,TRUE,"none",NA,NA
"27172","all","X766","dich","a3",2717,-0.054016920066027,-Inf,Inf,TRUE,"none",NA,NA
"2718","all","X766","dich","d",2718,4.78508268753093,-Inf,Inf,TRUE,"none",NA,NA
"2719","all","X766","dich","g",2719,0,0,1,FALSE,"none",NA,NA
"2720","all","X766","dich","u",2720,1,0,1,FALSE,"none",NA,NA
"2721","all","X767","dich","a1",2721,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27211","all","X767","dich","a2",2721,-0.0981865303665471,-Inf,Inf,TRUE,"none",NA,NA
"27212","all","X767","dich","a3",2721,-0.147865652386352,-Inf,Inf,TRUE,"none",NA,NA
"2722","all","X767","dich","d",2722,5.47991079312361,-Inf,Inf,TRUE,"none",NA,NA
"2723","all","X767","dich","g",2723,0,0,1,FALSE,"none",NA,NA
"2724","all","X767","dich","u",2724,1,0,1,FALSE,"none",NA,NA
"2725","all","X769","dich","a1",2725,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27251","all","X769","dich","a2",2725,-0.232958627783373,-Inf,Inf,TRUE,"none",NA,NA
"27252","all","X769","dich","a3",2725,-0.999794850678897,-Inf,Inf,TRUE,"none",NA,NA
"2726","all","X769","dich","d",2726,6.07711175106402,-Inf,Inf,TRUE,"none",NA,NA
"2727","all","X769","dich","g",2727,0,0,1,FALSE,"none",NA,NA
"2728","all","X769","dich","u",2728,1,0,1,FALSE,"none",NA,NA
"2729","all","X771","dich","a1",2729,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27291","all","X771","dich","a2",2729,-0.437134125300993,-Inf,Inf,TRUE,"none",NA,NA
"27292","all","X771","dich","a3",2729,0.193095712933247,-Inf,Inf,TRUE,"none",NA,NA
"2730","all","X771","dich","d",2730,6.18268580672277,-Inf,Inf,TRUE,"none",NA,NA
"27311","all","X771","dich","g",2731,0,0,1,FALSE,"none",NA,NA
"27321","all","X771","dich","u",2732,1,0,1,FALSE,"none",NA,NA
"2733","all","X775","dich","a1",2733,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27331","all","X775","dich","a2",2733,0.41440750765003,-Inf,Inf,TRUE,"none",NA,NA
"27332","all","X775","dich","a3",2733,-0.137090650385065,-Inf,Inf,TRUE,"none",NA,NA
"2734","all","X775","dich","d",2734,6.18268580672277,-Inf,Inf,TRUE,"none",NA,NA
"2735","all","X775","dich","g",2735,0,0,1,FALSE,"none",NA,NA
"2736","all","X775","dich","u",2736,1,0,1,FALSE,"none",NA,NA
"2737","all","X776","dich","a1",2737,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27371","all","X776","dich","a2",2737,-0.234908847519588,-Inf,Inf,TRUE,"none",NA,NA
"27372","all","X776","dich","a3",2737,-0.786285929078535,-Inf,Inf,TRUE,"none",NA,NA
"2738","all","X776","dich","d",2738,6.69135208375702,-Inf,Inf,TRUE,"none",NA,NA
"2739","all","X776","dich","g",2739,0,0,1,FALSE,"none",NA,NA
"2740","all","X776","dich","u",2740,1,0,1,FALSE,"none",NA,NA
"2741","all","X778","dich","a1",2741,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27411","all","X778","dich","a2",2741,0.608775864855407,-Inf,Inf,TRUE,"none",NA,NA
"27412","all","X778","dich","a3",2741,-0.253444159815349,-Inf,Inf,TRUE,"none",NA,NA
"2742","all","X778","dich","d",2742,3.67830838522116,-Inf,Inf,TRUE,"none",NA,NA
"2743","all","X778","dich","g",2743,0,0,1,FALSE,"none",NA,NA
"2744","all","X778","dich","u",2744,1,0,1,FALSE,"none",NA,NA
"2745","all","X779","dich","a1",2745,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27451","all","X779","dich","a2",2745,0.0443856361551763,-Inf,Inf,TRUE,"none",NA,NA
"27452","all","X779","dich","a3",2745,-0.00212494635189283,-Inf,Inf,TRUE,"none",NA,NA
"2746","all","X779","dich","d",2746,4.86826899935523,-Inf,Inf,TRUE,"none",NA,NA
"2747","all","X779","dich","g",2747,0,0,1,FALSE,"none",NA,NA
"2748","all","X779","dich","u",2748,1,0,1,FALSE,"none",NA,NA
"2749","all","X780","dich","a1",2749,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27491","all","X780","dich","a2",2749,-0.132973290729674,-Inf,Inf,TRUE,"none",NA,NA
"27492","all","X780","dich","a3",2749,-0.4609516513441,-Inf,Inf,TRUE,"none",NA,NA
"2750","all","X780","dich","d",2750,2.24035587281344,-Inf,Inf,TRUE,"none",NA,NA
"2751","all","X780","dich","g",2751,0,0,1,FALSE,"none",NA,NA
"2752","all","X780","dich","u",2752,1,0,1,FALSE,"none",NA,NA
"2753","all","X781","dich","a1",2753,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27531","all","X781","dich","a2",2753,-0.590929908105309,-Inf,Inf,TRUE,"none",NA,NA
"27532","all","X781","dich","a3",2753,0.714050485431053,-Inf,Inf,TRUE,"none",NA,NA
"2754","all","X781","dich","d",2754,4.70967696931634,-Inf,Inf,TRUE,"none",NA,NA
"2755","all","X781","dich","g",2755,0,0,1,FALSE,"none",NA,NA
"2756","all","X781","dich","u",2756,1,0,1,FALSE,"none",NA,NA
"2757","all","X782","dich","a1",2757,0.851,-Inf,Inf,TRUE,"none",NA,NA
"27571","all","X782","dich","a2",2757,-0.416106585642756,-Inf,Inf,TRUE,"none",NA,NA
"27572","all","X782","dich","a3",2757,0.447236126824909,-Inf,Inf,TRUE,"none",NA,NA
