"lambda1","lambda2","ndim","iteration","sparsity","rmse","bias"
0,0.666666666666667,2,11,0.9,0.111379426655215,0.000950277233335433
0,0.666666666666667,2,11,0.95,0.146780331587803,-0.000541322458230849
0,0.666666666666667,2,12,0.85,0.0961067897927323,0.000177247075564011
0,0.666666666666667,2,12,0.9,0.111525894130657,0.000103360464217148
0,0.666666666666667,2,12,0.95,0.147425346271047,0.000652282916904545
0,0.666666666666667,2,13,0.85,0.0945324289687975,-0.000132421701316847
0,0.666666666666667,2,13,0.9,0.11270122627984,-0.000167582887069268
0,0.666666666666667,2,13,0.95,0.146124596791754,0.00128382047011926
0,0.666666666666667,2,14,0.85,0.0955858905289909,0.0001428633403466
0,0.666666666666667,2,14,0.9,0.110125709488596,-0.000348879659938618
0,0.666666666666667,2,14,0.95,0.144661349239427,-0.000591689683640674
0,0.666666666666667,2,15,0.85,0.0956323297680356,0.000236541038123028
0,0.666666666666667,2,15,0.9,0.111835579884509,-0.000489735438120054
0,0.666666666666667,2,15,0.95,0.146009501415881,-0.00097612764006504
0,0.666666666666667,2,16,0.85,0.095685493518285,-0.000518558803584389
0,0.666666666666667,2,16,0.9,0.113334229965948,-0.000322812729601965
0,0.666666666666667,2,16,0.95,0.146545133212088,-0.000596638396484906
0,0.666666666666667,2,17,0.9,0.113049216368355,0.000539978408888738
0,0.666666666666667,2,17,0.95,0.145106746136006,-0.000152030206264446
0,0.666666666666667,2,18,0.9,0.112151979876494,-0.000167260503785481
0,0.666666666666667,2,18,0.95,0.14470828964787,-0.000616159524172015
0,0.666666666666667,2,19,0.9,0.112787797792169,0.000105535156448926
0,0.666666666666667,2,19,0.95,0.14615855874506,0.000185757789957574
0,0.666666666666667,2,2,0.85,0.0959858992319517,0.000891277466904235
0,0.666666666666667,2,2,0.95,0.147417325729497,0.000120123719275889
0,0.666666666666667,2,20,0.9,0.112190224585118,0.00116539741164214
0,0.666666666666667,2,20,0.95,0.146722993099333,0.000849991499192293
0,0.666666666666667,2,3,0.85,0.0957256982639521,-0.000913812642395646
0,0.666666666666667,2,3,0.95,0.146207786196856,0.000894601995430401
0,0.666666666666667,2,4,0.85,0.0953738382420028,0.000282963471015078
0,0.666666666666667,2,4,0.95,0.145722715244885,-0.00137151962093158
0,0.666666666666667,2,5,0.85,0.0963264795174135,0.000621921367286771
0,0.666666666666667,2,5,0.95,0.145038351036668,-0.00164090326133121
0,0.666666666666667,2,6,0.85,0.0953732299690144,-0.000287945818292066
0,0.666666666666667,2,6,0.9,0.111063976531754,0.000147196382753988
0,0.666666666666667,2,6,0.95,0.145163021621488,-0.00181557713605811
0,0.666666666666667,2,7,0.85,0.0954254721539948,0.00121287831614652
0,0.666666666666667,2,7,0.9,0.111602963261437,-0.000416187947517299
0,0.666666666666667,2,7,0.95,0.146072354322399,-0.000539134124460907
0,0.666666666666667,2,8,0.85,0.096092931647724,0.000230960390565654
0,0.666666666666667,2,8,0.9,0.113154103303353,-0.000482368780214751
0,0.666666666666667,2,8,0.95,0.147075993375555,-0.000936469826571115
0,0.666666666666667,2,9,0.85,0.0958127266633629,0.000439315900175069
0,0.666666666666667,2,9,0.9,0.111369472058919,0.000873718113449262
0,0.666666666666667,2,9,0.95,0.147536896760257,-5.40221927799347e-05
0,0.666666666666667,3,1,0.85,0.110591510017029,-0.000263093656960881
0,0.666666666666667,3,1,0.95,0.160375337561053,0.000804662863739844
0,0.666666666666667,3,10,0.85,0.108888345458438,-0.000236770237618637
0,0.666666666666667,3,10,0.9,0.1266211823536,-0.000758341243489534
0,0.666666666666667,3,10,0.95,0.159204296846157,0.00124766597259239
0,0.666666666666667,3,11,0.85,0.109301880477328,0.00031800369302918
0,0.666666666666667,3,11,0.9,0.126468829133313,-8.36778908892432e-05
0,0.666666666666667,3,11,0.95,0.16034600531435,-0.000994285402954989
0,0.666666666666667,3,12,0.85,0.109152352067893,-8.85378127944378e-05
0,0.666666666666667,3,12,0.9,0.12495561677794,-0.000578792816466941
0,0.666666666666667,3,12,0.95,0.159006935608237,-0.000584074834163689
0,0.666666666666667,3,13,0.85,0.109522128960034,-6.06509663862532e-05
0,0.666666666666667,3,13,0.9,0.124717717018932,0.000394049801956966
0,0.666666666666667,3,13,0.95,0.159603803298318,0.00209983736704309
0,0.666666666666667,3,14,0.85,0.109936379903679,-0.000744543057801029
0,0.666666666666667,3,14,0.9,0.126244778613677,-0.000364621592522997
0,0.666666666666667,3,14,0.95,0.161215970059301,0.000285154285540156
0,0.666666666666667,3,15,0.85,0.110183940856325,-5.18916423376906e-05
0,0.666666666666667,3,15,0.9,0.125048693698618,0.000110992690742504
0,0.666666666666667,3,15,0.95,0.161333334516289,-0.00107751573663106
0,0.666666666666667,3,16,0.9,0.126857524940732,0.000654333420926848
0,0.666666666666667,3,16,0.95,0.162977553186622,0.000470108205157864
0,0.666666666666667,3,17,0.9,0.127032747916715,-0.000179805573843743
0,0.666666666666667,3,17,0.95,0.160442309371208,0.000413548865273819
0,0.666666666666667,3,18,0.9,0.126438840624756,-7.25079427589025e-05
0,0.666666666666667,3,18,0.95,0.160031718606904,0.000140967428144917
0,0.666666666666667,3,19,0.9,0.126583404991873,-0.000611495123386172
0,0.666666666666667,3,19,0.95,0.16268931296384,0.000805527399761353
0,0.666666666666667,3,2,0.85,0.109233173009321,0.000588590772427234
0,0.666666666666667,3,2,0.95,0.160875249487577,-6.81458216399175e-05
0,0.666666666666667,3,20,0.9,0.126165091146602,0.000462206713543859
0,0.666666666666667,3,20,0.95,0.469533581686426,0.00193202776892748
0,0.666666666666667,3,3,0.85,0.109630538803335,0.000393608754614098
0,0.666666666666667,3,3,0.95,0.161440459629465,0.000306931340780509
0,0.666666666666667,3,4,0.85,0.110003977983622,0.00146766494629466
0,0.666666666666667,3,4,0.95,0.15993006589165,-0.000110767013969684
0,0.666666666666667,3,5,0.85,0.108933894826469,0.00103273757725205
0,0.666666666666667,3,5,0.9,0.126069419441204,0.000738870437334024
0,0.666666666666667,3,5,0.95,0.160554103595985,-2.33452560010603e-05
0,0.666666666666667,3,6,0.85,0.111471952899606,0.000685463120062344
0,0.666666666666667,3,6,0.9,0.127860826287923,0.000101151697720184
0,0.666666666666667,3,6,0.95,0.159867578095515,-0.000433079880463229
0,0.666666666666667,3,7,0.85,0.109587893163586,-0.000161119034176687
0,0.666666666666667,3,7,0.9,0.126641963474656,0.00106992334021333
0,0.666666666666667,3,7,0.95,0.160827484683572,0.000548371710234472
0,0.666666666666667,3,8,0.85,0.108609929683735,0.000124115463852309
0,0.666666666666667,3,8,0.9,0.126134301104568,3.01180349388157e-05
0,0.666666666666667,3,8,0.95,0.160488190872603,-3.22757655060829e-05
0,0.666666666666667,3,9,0.85,0.108449445177614,-0.000206799031700092
0,0.666666666666667,3,9,0.9,0.126914592114288,0.000955089516662998
0,0.666666666666667,3,9,0.95,0.161411585288104,-0.000834486517062627
0,0.6666667,1,1,0.9,0.0935337729868646,0.000664705483312239
0,0.6666667,1,17,0.85,0.0775753256196414,-0.00022154987936133
0,0.6666667,1,18,0.85,0.0776264408037747,0.00011774770100668
0,0.6666667,1,19,0.85,0.0773813691634922,-0.000126507680110479
0,0.6666667,1,2,0.9,0.0928903865385989,0.000226307873534283
0,0.6666667,1,20,0.85,0.0775314118580559,0.000186905222567651
0,0.6666667,1,3,0.9,0.0934244857442658,0.000495410937554124
0,0.6666667,1,4,0.9,0.093690547582931,0.000767629759091121
0,0.6666667,1,5,0.9,0.092995901416404,-1.97317378454269e-05
0,0.6666667,2,1,0.9,0.112276339108261,-0.000814905250169822
0,0.6666667,2,17,0.85,0.0950269931328186,-0.000545490016775678
0,0.6666667,2,18,0.85,0.095569735546398,0.000309343971584827
0,0.6666667,2,19,0.85,0.0951788092793526,-0.00034740546586201
0,0.6666667,2,2,0.9,0.110835321682186,-0.00117389656149193
0,0.6666667,2,20,0.85,0.0947908700583661,-0.000161265004877324
0,0.6666667,2,3,0.9,0.111695467377627,-0.000810848492536768
0,0.6666667,2,4,0.9,0.111842335998328,-0.000193837272769507
0,0.6666667,2,5,0.9,0.112453199979874,2.896981736316e-05
0,0.6666667,3,1,0.9,0.126752338530862,0.00112274151046893
0,0.6666667,3,16,0.85,0.110277116737444,-0.00124727425666169
0,0.6666667,3,17,0.85,0.109880314564916,0.000395560952600042
0,0.6666667,3,18,0.85,0.109976900253316,0.000163150445244105
0,0.6666667,3,19,0.85,0.110381808063315,0.00121786339462443
0,0.6666667,3,2,0.9,0.125491177245296,-0.000833442650698754
0,0.6666667,3,20,0.85,0.108885378481624,-0.00068137683568388
0,0.6666667,3,3,0.9,0.125824788798827,0.000200147737818977
0,0.6666667,3,4,0.9,0.125780998984868,-4.86348065525939e-05
0,1,1,1,0.85,0.0773266112170837,0.000149734772806804
0,1,1,1,0.9,0.0933987654575553,0.000660455648118566
0,1,1,1,0.95,0.124052034404345,-0.000509244941236435
0,1,1,10,0.85,0.0778585581799741,-0.000277274134149375
0,1,1,10,0.9,0.0928790611039307,-0.000896342589319748
0,1,1,10,0.95,0.124188464358615,0.000962231031535877
0,1,1,11,0.85,0.0782039933149182,-0.000256939321220653
0,1,1,11,0.9,0.0928436559482158,0.000735486606819924
0,1,1,11,0.95,0.124563859732417,0.000377372283228093
0,1,1,12,0.85,0.0773082585409998,-0.000754427259323414
0,1,1,12,0.9,0.0930901926668244,0.000529538436685941
0,1,1,12,0.95,0.123464073417869,-0.00106024615120788
0,1,1,13,0.85,0.0773010660299782,0.00123158824820307
0,1,1,13,0.9,0.0931103937328951,0.000448060832903583
0,1,1,13,0.95,0.12376792611445,0.000798639738011536
0,1,1,14,0.85,0.0779780572001385,-0.000424167264117902
0,1,1,14,0.9,0.0929505370145129,-0.000703483703289406
0,1,1,14,0.95,0.123820862918461,-0.00158036845912451
0,1,1,15,0.85,0.0776896500495691,-0.000290200566768638
0,1,1,15,0.9,0.0931508723747286,-9.75844442703944e-05
0,1,1,15,0.95,0.122784588071303,-0.000913943599948124
0,1,1,16,0.85,0.0774188756560685,0.000753968141884834
0,1,1,16,0.9,0.0933376781951576,-0.000808439233077866
0,1,1,16,0.95,0.123811907947196,0.000826361792184402
0,1,1,17,0.85,0.0775024772176693,-0.000362408848802453
0,1,1,17,0.9,0.0941614483143573,-0.00124816751475522
0,1,1,17,0.95,0.123716205470414,-0.000594937383343407
0,1,1,18,0.85,0.0775540980235255,3.77416150614806e-05
0,1,1,18,0.9,0.092353033154268,-0.000273522840376961
0,1,1,18,0.95,0.123901358481084,-0.00133002382270714
0,1,1,19,0.85,0.0773117327816535,-2.60373524824423e-05
0,1,1,19,0.9,0.0942964658488252,0.00129952864751467
0,1,1,19,0.95,0.124811723245211,-0.00196199631883837
0,1,1,2,0.85,0.0783324816716548,-0.000269614069314282
0,1,1,2,0.9,0.0927482690249507,0.000216243883997177
0,1,1,2,0.95,0.123845006960776,-8.62237346128345e-05
0,1,1,20,0.85,0.0774375397732154,9.86791524374895e-05
0,1,1,20,0.9,0.0935477677260996,-0.000192022312369826
0,1,1,20,0.95,0.124377133200722,-0.000734214903817816
0,1,1,3,0.85,0.0777110845298044,-0.000374800987650528
0,1,1,3,0.9,0.0932844109323871,0.000390500017825216
0,1,1,3,0.95,0.123385581121285,0.000204208870137537
0,1,1,4,0.85,0.0773494141172762,-0.000147304126243269
0,1,1,4,0.9,0.0935301472186932,0.000804771791492523
0,1,1,4,0.95,0.123671503490698,-0.00140411315361252
0,1,1,5,0.85,0.0774744672572868,-0.000415255786491372
0,1,1,5,0.9,0.0928361499261291,-7.04065279281817e-05
0,1,1,5,0.95,0.122298347536444,0.000829856961935922
0,1,1,6,0.85,0.0776089674988737,0.000266608206025665
0,1,1,6,0.9,0.0938369829068318,0.000146361745803838
0,1,1,6,0.95,0.124076309707708,0.000463014098699134
0,1,1,7,0.85,0.0777752140596535,-0.000252170389068486
0,1,1,7,0.9,0.0924966786877529,-6.12321011552505e-05
0,1,1,7,0.95,0.123472669903001,0.000813487623230047
0,1,1,8,0.85,0.0781717558937875,-0.000180643726763688
0,1,1,8,0.9,0.0932873628772885,-2.58176679130531e-05
0,1,1,8,0.95,0.124141189162921,0.000256647602187486
0,1,1,9,0.85,0.0780377433598217,0.000239011815628976
0,1,1,9,0.9,0.0933272610358003,0.000509287431183198
0,1,1,9,0.95,0.124606616058335,-0.000247707718711005
0,1,2,1,0.85,0.0947127044082375,0.000491092703357719
0,1,2,1,0.9,0.111982801724837,-0.000689943368288965
0,1,2,1,0.95,0.144650499794655,-0.000398723379841776
0,1,2,10,0.85,0.0939640991154528,-8.47206144039356e-05
0,1,2,10,0.9,0.111331216207625,-0.000595441985829452
0,1,2,10,0.95,0.146476403787862,-0.000420995359733189
0,1,2,11,0.85,0.0949612625693649,0.000261422276918475
0,1,2,11,0.9,0.111047188561588,0.000782443700730674
0,1,2,11,0.95,0.146198237099931,-0.000436749430989495
0,1,2,12,0.85,0.0958829429844414,0.000166546045550251
0,1,2,12,0.9,0.111187632879092,0.000148539110164342
0,1,2,12,0.95,0.146776966164649,0.000624553919991337
0,1,2,13,0.85,0.0943714455709144,-8.63440557749164e-05
0,1,2,13,0.9,0.112444311159892,-0.000184633148508914
0,1,2,13,0.95,0.145487681056014,0.00122885614678032
0,1,2,14,0.85,0.0954030211080092,5.23028083440674e-05
0,1,2,14,0.9,0.10984589926791,-0.000484184810609027
0,1,2,14,0.95,0.144107266403946,-0.000566150468091488
0,1,2,15,0.85,0.0954436034980231,0.000151789753740047
0,1,2,15,0.9,0.111514195509792,-0.00045278238035215
0,1,2,15,0.95,0.145272429182118,-0.000757102847410482
0,1,2,16,0.85,0.0954858412098638,-0.000485839697365736
0,1,2,16,0.9,0.113005253547874,-0.000220209930937597
0,1,2,16,0.95,0.14589838179086,-0.000602157234369866
0,1,2,17,0.85,0.094846451664048,-0.000633953653271023
0,1,2,17,0.9,0.112750722081679,0.000465579533264591
0,1,2,17,0.95,0.144583729940618,-0.000105741279857469
0,1,2,18,0.85,0.0953394394935626,0.000260490043338291
0,1,2,18,0.9,0.111849882641962,-0.000217512862258336
0,1,2,18,0.95,0.144163083323418,-0.00043936414311027
0,1,2,19,0.85,0.0950073602491926,-0.000399242587079062
0,1,2,19,0.9,0.112456836552444,-1.38176047668763e-05
0,1,2,19,0.95,0.145540548233586,0.000322329643426658
0,1,2,2,0.85,0.0957563517855957,0.000828958411543952
0,1,2,2,0.9,0.110480218858012,-0.00110162594662174
0,1,2,2,0.95,0.146899636850585,0.000240919554505037
0,1,2,20,0.85,0.0946104873803213,-0.000117793233556285
0,1,2,20,0.9,0.111893187528451,0.00112226162393763
0,1,2,20,0.95,0.146124937219666,0.000854409322364643
0,1,2,3,0.85,0.0955080160936131,-0.000836206595937172
0,1,2,3,0.9,0.111390874316093,-0.000788179486574275
0,1,2,3,0.95,0.145587716660462,0.000997827059456529
0,1,2,4,0.85,0.0951834090124985,0.000120897604615206
0,1,2,4,0.9,0.111551052884716,-0.000163450513162994
0,1,2,4,0.95,0.145059773851028,-0.00093700850662641
0,1,2,5,0.85,0.096135982730567,0.000507595211636448
0,1,2,5,0.9,0.112161372410638,8.88335963671059e-05
0,1,2,5,0.95,0.144360966535289,-0.00128965422233614
0,1,2,6,0.85,0.0952080772853329,-0.000179396007085776
0,1,2,6,0.9,0.11075653317224,0.000210959459677315
0,1,2,6,0.95,0.144468259550823,-0.00181256874053278
0,1,2,7,0.85,0.0952302207398161,0.00114068650251412
0,1,2,7,0.9,0.111310045966383,-0.000384559842972569
0,1,2,7,0.95,0.145395715069454,-0.000385310067646321
0,1,2,8,0.85,0.0958732037764248,0.000261904417843414
0,1,2,8,0.9,0.112874607089371,-0.000508752625716584
0,1,2,8,0.95,0.146499238925788,-0.000872363469529804
0,1,2,9,0.85,0.0956254982731425,0.00037345238676743
0,1,2,9,0.9,0.111040465737558,0.000952656074189214
0,1,2,9,0.95,0.146917149620602,0.00019583554226562
0,1,3,1,0.85,0.110296510660767,-0.0003057850325362
0,1,3,1,0.9,0.126236178052139,0.00102078245114242
0,1,3,1,0.95,0.159375537428373,0.000683446647974031
0,1,3,10,0.85,0.108595950805545,-0.000191396404243768
0,1,3,10,0.9,0.126136033066962,-0.000756254035119505
0,1,3,10,0.95,0.158432975605336,0.00116959815713442
0,1,3,11,0.85,0.109011494279605,0.000206771974081604
0,1,3,11,0.9,0.125986734444919,-3.5635566298439e-05
0,1,3,11,0.95,0.159320747576925,-0.000943256301809147
0,1,3,12,0.85,0.109415426475762,-1.07343684276272e-05
0,1,3,12,0.9,0.124427775387386,-0.000641983305378842
0,1,3,12,0.95,0.15798676704004,-0.000385567070305566
0,1,3,13,0.85,0.109211717366314,2.99708189505419e-05
0,1,3,13,0.9,0.124267495872421,0.000387973326736242
0,1,3,13,0.95,0.158589756274251,0.00160825846771059
0,1,3,14,0.85,0.109609122966174,-0.000652908256112733
0,1,3,14,0.9,0.125745465356413,-0.000470402442584709
0,1,3,14,0.95,0.160145681222519,0.000216858251780926
0,1,3,15,0.85,0.109866182968232,-3.66201451580432e-05
0,1,3,15,0.9,0.124535379017345,4.14698433134612e-05
0,1,3,15,0.95,0.16039757200369,-0.00105874172053986
0,1,3,16,0.85,0.109987682023899,-0.0012174054917482
0,1,3,16,0.9,0.126382103274928,0.000588419072338508
0,1,3,16,0.95,0.16192468710284,0.000547702010948712
0,1,3,17,0.85,0.109546174445515,0.000370498153555497
0,1,3,17,0.9,0.126551450930591,-0.000232561677240486
0,1,3,17,0.95,0.159403130584493,0.00010019299203083
0,1,3,18,0.85,0.109469436034586,0.000305466530641449
0,1,3,18,0.9,0.125943982242415,-4.53908101113719e-05
0,1,3,18,0.95,0.159047954954202,0.000232809046275366
0,1,3,19,0.85,0.110049319289977,0.00114056562629165
0,1,3,19,0.9,0.126086283063479,-0.000583779060260302
0,1,3,19,0.95,0.161668070434766,0.000992495117312166
0,1,3,2,0.85,0.108948739348346,0.000584515644572827
0,1,3,2,0.9,0.125014304344283,-0.000775230932375272
0,1,3,2,0.95,0.159874312789914,3.86992531627149e-05
0,1,3,20,0.85,0.108558570134196,-0.000602507019274114
0,1,3,20,0.9,0.125666012964878,0.000315846156854632
0,1,3,20,0.95,0.464626905021453,0.00175090673672284
0,1,3,3,0.85,0.109319257421061,0.000319167910948728
0,1,3,3,0.9,0.125357729164546,0.00022560446825194
0,1,3,3,0.95,0.160436477795595,0.000382935794254107
0,1,3,4,0.85,0.109668841583554,0.00146586362385017
0,1,3,4,0.9,0.125303018420177,-6.45396655300146e-05
0,1,3,4,0.95,0.158990912904865,-3.64040985298512e-05
0,1,3,5,0.85,0.10864408909067,0.00090682765399841
0,1,3,5,0.9,0.125594372257972,0.000785785229871874
0,1,3,5,0.95,0.159546542260238,0.000253723007517336
0,1,3,6,0.85,0.111130563527537,0.000625695500755881
0,1,3,6,0.9,0.127408172682244,-2.32389857498758e-05
0,1,3,6,0.95,0.158943755305869,-0.000485549858539863
0,1,3,7,0.85,0.109255006292542,-0.000114698503217988
0,1,3,7,0.9,0.126174928359813,0.000934180009047069
0,1,3,7,0.95,0.159780061250739,0.000613051291349613
0,1,3,8,0.85,0.108316395877572,0.000144784314653575
0,1,3,8,0.9,0.125651258789749,7.39180747136675e-06
0,1,3,8,0.95,0.159405959072268,-0.000135011168373933
0,1,3,9,0.85,0.108155165282377,-0.000317172130641895
0,1,3,9,0.9,0.126413343542672,0.000841093204062013
0,1,3,9,0.95,0.160483537440733,-0.000471262256491145
0,1.3333333,1,1,0.9,0.0933492570802597,0.000660731206429366
0,1.3333333,1,17,0.85,0.0774743207886265,-0.000494770499318617
0,1.3333333,1,18,0.85,0.0775269003865425,-3.9524872493915e-05
0,1.3333333,1,19,0.85,0.0772901667169496,6.27023656501393e-05
0,1.3333333,1,2,0.9,0.0926914404384761,0.000207504447531986
0,1.3333333,1,20,0.85,0.0773917654753859,1.81964231103144e-05
0,1.3333333,1,3,0.9,0.0932295474764342,0.000296855929609064
0,1.3333333,1,4,0.9,0.0934567568399306,0.000837407112957
0,1.3333333,1,5,0.9,0.0927639557620657,-0.000119077570074361
0,1.3333333,2,1,0.9,0.111833404549117,-0.000578251905998388
0,1.3333333,2,17,0.85,0.0947418143614544,-0.000712823982552014
0,1.3333333,2,18,0.85,0.0951938572228618,0.000218105462862059
0,1.3333333,2,19,0.85,0.0949140827241288,-0.000444649861475203
0,1.3333333,2,2,0.9,0.110282256128815,-0.00103305299627557
0,1.3333333,2,20,0.85,0.0945095488532253,-7.92075210481871e-05
0,1.3333333,2,3,0.9,0.111235217442613,-0.000766927224604163
0,1.3333333,2,4,0.9,0.111400588897026,-0.000133612836541287
0,1.3333333,2,5,0.9,0.112012538517663,0.000146795250971622
0,1.3333333,3,1,0.9,0.125927672727262,0.000921749275012261
0,1.3333333,3,16,0.85,0.109796398244931,-0.00118158276399945
0,1.3333333,3,17,0.85,0.109328710049161,0.000348398701762231
0,1.3333333,3,18,0.85,0.108801319672577,0.000319905252529123
0,1.3333333,3,19,0.85,0.109832833324732,0.00108060713366318
0,1.3333333,3,2,0.9,0.124740654329586,-0.000748302230896726
0,1.3333333,3,20,0.85,0.108349603388353,-0.000530530028182703
0,1.3333333,3,3,0.9,0.1250839104352,0.000220709256000352
0,1.3333333,3,4,0.9,0.125027120173356,-7.60874556290765e-05
0,1.33333333333333,1,1,0.85,0.0772944178091818,0.000265029879377934
